date,shrinkage_pct
2024-10-11,0.3217
2024-10-12,0.2901
2024-10-13,0.2764
2024-10-14,0.2842
2024-10-15,0.3149
2024-10-16,0.3038
2024-10-17,0.2981
2024-10-18,0.2924
2024-10-19,0.3073
2024-10-20,0.2873
2024-10-21,0.3046
2024-10-22,0.289
2024-10-23,0.2865
2024-10-24,0.2904
2024-10-25,0.2944
2024-10-26,0.2993
2024-10-27,0.3035
2024-10-28,0.25
2024-10-29,0.2879
2024-10-30,0.2941
2024-10-31,0.3226
2024-11-01,0.2838
2024-11-02,0.3024
2024-11-03,0.3224
2024-11-04,0.2803
2024-11-05,0.3059
2024-11-06,0.288
2024-11-07,0.2924
2024-11-08,0.288
2024-11-09,0.289
2024-11-10,0.3408
2024-11-11,0.3127
2024-11-12,0.3165
2024-11-13,0.3074
2024-11-14,0.2759
2024-11-15,0.3059
2024-11-16,0.3161
2024-11-17,0.2872
2024-11-18,0.3145
2024-11-19,0.3106
2024-11-20,0.3278
2024-11-21,0.2937
2024-11-22,0.2835
2024-11-23,0.2946
2024-11-24,0.3215
2024-11-25,0.2726
2024-11-26,0.269
2024-11-27,0.3013
2024-11-28,0.2934
2024-11-29,0.3001
2024-11-30,0.3142
2024-12-01,0.3217
2024-12-02,0.3019
2024-12-03,0.3607
2024-12-04,0.315
2024-12-05,0.3141
2024-12-06,0.3466
2024-12-07,0.3242
2024-12-08,0.329
2024-12-09,0.3372
2024-12-10,0.3463
2024-12-11,0.325
2024-12-12,0.3528
2024-12-13,0.298
2024-12-14,0.3414
2024-12-15,0.3174
2024-12-16,0.3506
2024-12-17,0.3321
2024-12-18,0.3199
2024-12-19,0.3399
2024-12-20,0.3434
2024-12-21,0.3396
2024-12-22,0.3146
2024-12-23,0.3227
2024-12-24,0.3299
2024-12-25,0.3294
2024-12-26,0.3412
2024-12-27,0.2998
2024-12-28,0.335
2024-12-29,0.3257
2024-12-30,0.3174
2024-12-31,0.3189
2025-01-01,0.2968
2025-01-02,0.25
2025-01-03,0.2895
2025-01-04,0.2869
2025-01-05,0.308
2025-01-06,0.2879
2025-01-07,0.2968
2025-01-08,0.3231
2025-01-09,0.3149
2025-01-10,0.3135
2025-01-11,0.2925
2025-01-12,0.3081
2025-01-13,0.2965
2025-01-14,0.2971
2025-01-15,0.3061
2025-01-16,0.291
2025-01-17,0.3224
2025-01-18,0.2976
2025-01-19,0.3093
2025-01-20,0.3218
2025-01-21,0.3155
2025-01-22,0.2789
2025-01-23,0.3067
2025-01-24,0.3128
2025-01-25,0.3134
2025-01-26,0.2833
2025-01-27,0.2901
2025-01-28,0.3149
2025-01-29,0.2886
2025-01-30,0.2955
2025-01-31,0.3236
2025-02-01,0.2993
2025-02-02,0.2891
2025-02-03,0.2868
2025-02-04,0.305
2025-02-05,0.28
2025-02-06,0.2963
2025-02-07,0.305
2025-02-08,0.3195
2025-02-09,0.31
2025-02-10,0.2893
2025-02-11,0.3177
2025-02-12,0.2955
2025-02-13,0.2815
2025-02-14,0.2974
2025-02-15,0.3216
2025-02-16,0.3025
2025-02-17,0.3002
2025-02-18,0.3246
2025-02-19,0.2785
2025-02-20,0.2807
2025-02-21,0.2758
2025-02-22,0.3056
2025-02-23,0.3025
2025-02-24,0.3231
2025-02-25,0.3037
2025-02-26,0.2939
2025-02-27,0.3
2025-02-28,0.3018
2025-03-01,0.2749
2025-03-02,0.3407
2025-03-03,0.3078
2025-03-04,0.3032
2025-03-05,0.3092
2025-03-06,0.3106
2025-03-07,0.2979
2025-03-08,0.2905
2025-03-09,0.309
2025-03-10,0.3058
2025-03-11,0.2879
2025-03-12,0.3213
2025-03-13,0.3044
2025-03-14,0.3109
2025-03-15,0.3209
2025-03-16,0.3003
2025-03-17,0.3048
2025-03-18,0.3122
2025-03-19,0.2891
2025-03-20,0.3008
2025-03-21,0.3019
2025-03-22,0.2857
2025-03-23,0.3348
2025-03-24,0.2789
2025-03-25,0.2805
2025-03-26,0.3197
2025-03-27,0.3107
2025-03-28,0.2846
2025-03-29,0.3091
2025-03-30,0.322
2025-03-31,0.2995
2025-04-01,0.339
2025-04-02,0.2741
2025-04-03,0.3104
2025-04-04,0.3175
2025-04-05,0.3134
2025-04-06,0.2969
2025-04-07,0.2956
2025-04-08,0.3067
2025-04-09,0.3122
2025-04-10,0.309
2025-04-11,0.3156
2025-04-12,0.2847
2025-04-13,0.2966
2025-04-14,0.2859
2025-04-15,0.2942
2025-04-16,0.3152
2025-04-17,0.3016
2025-04-18,0.3391
2025-04-19,0.3029
2025-04-20,0.3009
2025-04-21,0.3016
2025-04-22,0.2904
2025-04-23,0.2991
2025-04-24,0.3169
2025-04-25,0.3017
2025-04-26,0.2881
2025-04-27,0.2861
2025-04-28,0.2932
2025-04-29,0.3011
2025-04-30,0.3179
2025-05-01,0.2799
2025-05-02,0.2952
2025-05-03,0.3022
2025-05-04,0.2725
2025-05-05,0.2875
2025-05-06,0.2898
2025-05-07,0.2881
2025-05-08,0.3029
2025-05-09,0.2976
2025-05-10,0.2917
2025-05-11,0.3064
2025-05-12,0.3258
2025-05-13,0.3246
2025-05-14,0.2712
2025-05-15,0.3087
2025-05-16,0.2973
2025-05-17,0.3023
2025-05-18,0.294
2025-05-19,0.3018
2025-05-20,0.3023
2025-05-21,0.2913
2025-05-22,0.2866
2025-05-23,0.2933
2025-05-24,0.3035
2025-05-25,0.309
2025-05-26,0.3128
2025-05-27,0.2926
2025-05-28,0.3043
2025-05-29,0.3144
2025-05-30,0.3175
2025-05-31,0.2991
2025-06-01,0.3067
2025-06-02,0.3129
2025-06-03,0.2928
2025-06-04,0.3071
2025-06-05,0.3212
2025-06-06,0.3196
2025-06-07,0.3059
2025-06-08,0.3133
2025-06-09,0.2976
2025-06-10,0.3206
2025-06-11,0.3088
2025-06-12,0.3059
2025-06-13,0.3046
2025-06-14,0.3091
2025-06-15,0.3033
2025-06-16,0.3199
2025-06-17,0.3041
2025-06-18,0.3339
2025-06-19,0.332
2025-06-20,0.2966
2025-06-21,0.311
2025-06-22,0.3002
2025-06-23,0.3051
2025-06-24,0.34
2025-06-25,0.3054
2025-06-26,0.3154
2025-06-27,0.3181
2025-06-28,0.295
2025-06-29,0.2972
2025-06-30,0.2919
2025-07-01,0.2967
2025-07-02,0.2672
2025-07-03,0.3182
2025-07-04,0.3408
2025-07-05,0.3122
2025-07-06,0.2888
2025-07-07,0.3004
2025-07-08,0.3031
2025-07-09,0.2947
2025-07-10,0.3229
2025-07-11,0.3222
2025-07-12,0.2927
2025-07-13,0.3209
2025-07-14,0.3329
2025-07-15,0.3385
2025-07-16,0.353
2025-07-17,0.2965
2025-07-18,0.3524
2025-07-19,0.3047
2025-07-20,0.3011
2025-07-21,0.3149
2025-07-22,0.3013
2025-07-23,0.316
2025-07-24,0.2902
2025-07-25,0.3064
2025-07-26,0.3293
2025-07-27,0.3091
2025-07-28,0.3121
2025-07-29,0.3171
2025-07-30,0.3276
2025-07-31,0.2852
2025-08-01,0.3188
2025-08-02,0.306
2025-08-03,0.3125
2025-08-04,0.3259
2025-08-05,0.2921
2025-08-06,0.2948
2025-08-07,0.281
2025-08-08,0.3018
2025-08-09,0.33
2025-08-10,0.3082
2025-08-11,0.2899
2025-08-12,0.3027
2025-08-13,0.2877
2025-08-14,0.2931
2025-08-15,0.3158
2025-08-16,0.2924
2025-08-17,0.3267
2025-08-18,0.3089
2025-08-19,0.3113
2025-08-20,0.3058
2025-08-21,0.3216
2025-08-22,0.3217
2025-08-23,0.315
2025-08-24,0.3185
2025-08-25,0.3068
2025-08-26,0.3181
2025-08-27,0.3049
2025-08-28,0.31
2025-08-29,0.3059
2025-08-30,0.3031
2025-08-31,0.2997
2025-09-01,0.307
2025-09-02,0.3197
2025-09-03,0.3176
2025-09-04,0.2812
2025-09-05,0.3193
2025-09-06,0.2952
2025-09-07,0.309
2025-09-08,0.2864
2025-09-09,0.3021
2025-09-10,0.3047
2025-09-11,0.2777
2025-09-12,0.3091
2025-09-13,0.3202
2025-09-14,0.2974
2025-09-15,0.3204
2025-09-16,0.2972
2025-09-17,0.3127
2025-09-18,0.2667
2025-09-19,0.3363
2025-09-20,0.3224
2025-09-21,0.2957
2025-09-22,0.2704
2025-09-23,0.3043
2025-09-24,0.2783
2025-09-25,0.3067
2025-09-26,0.3062
2025-09-27,0.2859
2025-09-28,0.3168
2025-09-29,0.3121
2025-09-30,0.3146
2025-10-01,0.3001
2025-10-02,0.2788
2025-10-03,0.3147
2025-10-04,0.2959
2025-10-05,0.2792
2025-10-06,0.3203
2025-10-07,0.3315
2025-10-08,0.2994
2025-10-09,0.3324
2025-10-10,0.3014
2025-10-11,0.2943
2025-10-12,0.2905
2025-10-13,0.3246
2025-10-14,0.2883
2025-10-15,0.311
2025-10-16,0.2916
2025-10-17,0.2931
2025-10-18,0.3155
2025-10-19,0.2943
2025-10-20,0.2939
2025-10-21,0.317
2025-10-22,0.324
2025-10-23,0.3097
2025-10-24,0.2902
2025-10-25,0.2923
2025-10-26,0.3012
2025-10-27,0.3048
2025-10-28,0.2852
2025-10-29,0.3108
2025-10-30,0.3013
2025-10-31,0.2743
2025-11-01,0.2861
2025-11-02,0.2924
2025-11-03,0.2989
2025-11-04,0.3283
2025-11-05,0.3036
2025-11-06,0.2874
2025-11-07,0.3033
2025-11-08,0.2947
2025-11-09,0.3049
2025-11-10,0.3087
2025-11-11,0.3181
2025-11-12,0.2996
2025-11-13,0.3246
2025-11-14,0.3136
2025-11-15,0.2894
2025-11-16,0.3331
2025-11-17,0.3049
2025-11-18,0.2875
2025-11-19,0.3248
2025-11-20,0.3312
2025-11-21,0.2995
2025-11-22,0.2924
2025-11-23,0.2974
2025-11-24,0.3107
2025-11-25,0.3192
2025-11-26,0.3086
2025-11-27,0.3015
2025-11-28,0.3225
2025-11-29,0.2953
2025-11-30,0.3155
2025-12-01,0.3257
2025-12-02,0.3365
2025-12-03,0.3283
2025-12-04,0.3292
2025-12-05,0.3243
2025-12-06,0.3502
2025-12-07,0.319
2025-12-08,0.3189
2025-12-09,0.3618
2025-12-10,0.3447
2025-12-11,0.2942
2025-12-12,0.3215
2025-12-13,0.3028
2025-12-14,0.3157
2025-12-15,0.2829
2025-12-16,0.3279
2025-12-17,0.3129
2025-12-18,0.3309
2025-12-19,0.3056
2025-12-20,0.3312
2025-12-21,0.3238
2025-12-22,0.3525
2025-12-23,0.3512
2025-12-24,0.3418
2025-12-25,0.3251
2025-12-26,0.3598
2025-12-27,0.3067
2025-12-28,0.3089
2025-12-29,0.3287
2025-12-30,0.3638
2025-12-31,0.327
