date,year,month_num,month_name,year_month,week_of_year,dow_num,day_of_week,scenario,available_fte,required_fte,staffing_gap,coverage_pct,risk_level
2026-01-12,2026,1,January,2026-January,3,0,Monday,hiring,77.21,102.66,-25.45,75.21,High Risk
2026-01-12,2026,1,January,2026-January,3,0,Monday,attrition,57.07,102.66,-45.59,55.59,Critical
2026-01-13,2026,1,January,2026-January,3,1,Tuesday,baseline,67.14,97.54,-30.4,68.83,Critical
2026-01-13,2026,1,January,2026-January,3,1,Tuesday,hiring,77.21,97.54,-20.33,79.16,High Risk
2026-01-13,2026,1,January,2026-January,3,1,Tuesday,attrition,57.07,97.54,-40.47,58.51,Critical
2026-01-14,2026,1,January,2026-January,3,2,Wednesday,baseline,67.14,89.43,-22.29,75.08,High Risk
2026-01-14,2026,1,January,2026-January,3,2,Wednesday,hiring,77.21,89.43,-12.22,86.34,Moderate Risk
2026-01-14,2026,1,January,2026-January,3,2,Wednesday,attrition,57.07,89.43,-32.36,63.82,Critical
2026-01-15,2026,1,January,2026-January,3,3,Thursday,baseline,67.14,83.98,-16.84,79.95,High Risk
2026-01-15,2026,1,January,2026-January,3,3,Thursday,hiring,77.21,83.98,-6.77,91.94,Moderate Risk
2026-01-15,2026,1,January,2026-January,3,3,Thursday,attrition,57.07,83.98,-26.91,67.96,Critical
2026-01-16,2026,1,January,2026-January,3,4,Friday,baseline,67.14,76.17,-9.03,88.14,Moderate Risk
2026-01-16,2026,1,January,2026-January,3,4,Friday,hiring,77.21,76.17,1.04,101.37,Low Risk
2026-01-16,2026,1,January,2026-January,3,4,Friday,attrition,57.07,76.17,-19.1,74.92,Critical
2026-01-17,2026,1,January,2026-January,3,5,Saturday,baseline,67.14,58.71,8.43,114.36,Surplus
2026-01-17,2026,1,January,2026-January,3,5,Saturday,hiring,77.21,58.71,18.5,131.51,Surplus
2026-01-17,2026,1,January,2026-January,3,5,Saturday,attrition,57.07,58.71,-1.64,97.21,Low Risk
2026-01-18,2026,1,January,2026-January,3,6,Sunday,baseline,67.14,41.25,25.89,162.76,Surplus
2026-01-18,2026,1,January,2026-January,3,6,Sunday,hiring,77.21,41.25,35.96,187.18,Surplus
2026-01-18,2026,1,January,2026-January,3,6,Sunday,attrition,57.07,41.25,15.82,138.35,Surplus
2026-01-19,2026,1,January,2026-January,4,0,Monday,baseline,65.86,102.72,-36.86,64.12,Critical
2026-01-19,2026,1,January,2026-January,4,0,Monday,hiring,75.74,102.72,-26.98,73.73,Critical
2026-01-19,2026,1,January,2026-January,4,0,Monday,attrition,55.98,102.72,-46.74,54.5,Critical
2026-01-20,2026,1,January,2026-January,4,1,Tuesday,baseline,65.86,97.59,-31.73,67.49,Critical
2026-01-20,2026,1,January,2026-January,4,1,Tuesday,hiring,75.74,97.59,-21.85,77.61,High Risk
2026-01-20,2026,1,January,2026-January,4,1,Tuesday,attrition,55.98,97.59,-41.61,57.36,Critical
2026-01-21,2026,1,January,2026-January,4,2,Wednesday,baseline,65.86,89.48,-23.62,73.6,Critical
2026-01-21,2026,1,January,2026-January,4,2,Wednesday,hiring,75.74,89.48,-13.74,84.64,High Risk
2026-01-21,2026,1,January,2026-January,4,2,Wednesday,attrition,55.98,89.48,-33.5,62.56,Critical
2026-01-22,2026,1,January,2026-January,4,3,Thursday,baseline,65.86,84.03,-18.17,78.38,High Risk
2026-01-22,2026,1,January,2026-January,4,3,Thursday,hiring,75.74,84.03,-8.29,90.13,Moderate Risk
2026-01-22,2026,1,January,2026-January,4,3,Thursday,attrition,55.98,84.03,-28.05,66.62,Critical
2026-01-23,2026,1,January,2026-January,4,4,Friday,baseline,65.86,76.23,-10.37,86.4,Moderate Risk
2026-01-23,2026,1,January,2026-January,4,4,Friday,hiring,75.74,76.23,-0.49,99.36,Low Risk
2026-01-23,2026,1,January,2026-January,4,4,Friday,attrition,55.98,76.23,-20.25,73.44,Critical
2026-01-24,2026,1,January,2026-January,4,5,Saturday,baseline,65.86,58.76,7.1,112.08,Surplus
2026-01-24,2026,1,January,2026-January,4,5,Saturday,hiring,75.74,58.76,16.98,128.9,Surplus
2026-01-24,2026,1,January,2026-January,4,5,Saturday,attrition,55.98,58.76,-2.78,95.27,Low Risk
2026-01-25,2026,1,January,2026-January,4,6,Sunday,baseline,65.86,41.29,24.57,159.51,Surplus
2026-01-25,2026,1,January,2026-January,4,6,Sunday,hiring,75.74,41.29,34.45,183.43,Surplus
2026-01-25,2026,1,January,2026-January,4,6,Sunday,attrition,55.98,41.29,14.69,135.58,Surplus
2026-01-26,2026,1,January,2026-January,5,0,Monday,baseline,62.57,102.78,-40.21,60.88,Critical
2026-01-26,2026,1,January,2026-January,5,0,Monday,hiring,71.96,102.78,-30.82,70.01,Critical
2026-01-26,2026,1,January,2026-January,5,0,Monday,attrition,53.18,102.78,-49.6,51.74,Critical
2026-01-27,2026,1,January,2026-January,5,1,Tuesday,baseline,62.57,97.65,-35.08,64.08,Critical
2026-01-27,2026,1,January,2026-January,5,1,Tuesday,hiring,71.96,97.65,-25.69,73.69,Critical
2026-01-27,2026,1,January,2026-January,5,1,Tuesday,attrition,53.18,97.65,-44.47,54.46,Critical
2026-01-28,2026,1,January,2026-January,5,2,Wednesday,baseline,62.57,89.53,-26.96,69.89,Critical
2026-01-28,2026,1,January,2026-January,5,2,Wednesday,hiring,71.96,89.53,-17.57,80.38,High Risk
2026-01-28,2026,1,January,2026-January,5,2,Wednesday,attrition,53.18,89.53,-36.35,59.4,Critical
2026-01-29,2026,1,January,2026-January,5,3,Thursday,baseline,62.57,84.09,-21.52,74.41,Critical
2026-01-29,2026,1,January,2026-January,5,3,Thursday,hiring,71.96,84.09,-12.13,85.57,Moderate Risk
2026-01-29,2026,1,January,2026-January,5,3,Thursday,attrition,53.18,84.09,-30.91,63.24,Critical
2026-01-30,2026,1,January,2026-January,5,4,Friday,baseline,62.57,76.29,-13.72,82.02,High Risk
2026-01-30,2026,1,January,2026-January,5,4,Friday,hiring,71.96,76.29,-4.33,94.32,Moderate Risk
2026-01-30,2026,1,January,2026-January,5,4,Friday,attrition,53.18,76.29,-23.11,69.71,Critical
2026-01-31,2026,1,January,2026-January,5,5,Saturday,baseline,62.57,58.81,3.76,106.39,Surplus
2026-01-31,2026,1,January,2026-January,5,5,Saturday,hiring,71.96,58.81,13.15,122.36,Surplus
2026-01-31,2026,1,January,2026-January,5,5,Saturday,attrition,53.18,58.81,-5.63,90.43,Moderate Risk
2026-02-01,2026,2,February,2026-February,5,6,Sunday,baseline,62.57,39.9,22.67,156.82,Surplus
2026-02-01,2026,2,February,2026-February,5,6,Sunday,hiring,71.96,39.9,32.06,180.35,Surplus
2026-02-01,2026,2,February,2026-February,5,6,Sunday,attrition,53.18,39.9,13.28,133.28,Surplus
2026-02-02,2026,2,February,2026-February,6,0,Monday,baseline,57.0,100.89,-43.89,56.5,Critical
2026-02-02,2026,2,February,2026-February,6,0,Monday,hiring,65.55,100.89,-35.34,64.97,Critical
2026-02-02,2026,2,February,2026-February,6,0,Monday,attrition,48.45,100.89,-52.44,48.02,Critical
2026-02-03,2026,2,February,2026-February,6,1,Tuesday,baseline,57.0,95.8,-38.8,59.5,Critical
2026-02-03,2026,2,February,2026-February,6,1,Tuesday,hiring,65.55,95.8,-30.25,68.42,Critical
2026-02-03,2026,2,February,2026-February,6,1,Tuesday,attrition,48.45,95.8,-47.35,50.57,Critical
2026-02-04,2026,2,February,2026-February,6,2,Wednesday,baseline,57.0,87.75,-30.75,64.96,Critical
2026-02-04,2026,2,February,2026-February,6,2,Wednesday,hiring,65.55,87.75,-22.2,74.7,Critical
2026-02-04,2026,2,February,2026-February,6,2,Wednesday,attrition,48.45,87.75,-39.3,55.21,Critical
2026-02-05,2026,2,February,2026-February,6,3,Thursday,baseline,57.0,82.35,-25.35,69.22,Critical
2026-02-05,2026,2,February,2026-February,6,3,Thursday,hiring,65.55,82.35,-16.8,79.6,High Risk
2026-02-05,2026,2,February,2026-February,6,3,Thursday,attrition,48.45,82.35,-33.9,58.83,Critical
2026-02-06,2026,2,February,2026-February,6,4,Friday,baseline,57.0,74.61,-17.61,76.4,High Risk
2026-02-06,2026,2,February,2026-February,6,4,Friday,hiring,65.55,74.61,-9.06,87.86,Moderate Risk
2026-02-06,2026,2,February,2026-February,6,4,Friday,attrition,48.45,74.61,-26.16,64.94,Critical
2026-02-07,2026,2,February,2026-February,6,5,Saturday,baseline,57.0,57.27,-0.27,99.53,Low Risk
2026-02-07,2026,2,February,2026-February,6,5,Saturday,hiring,65.55,57.27,8.28,114.46,Surplus
2026-02-07,2026,2,February,2026-February,6,5,Saturday,attrition,48.45,57.27,-8.82,84.6,High Risk
2026-02-08,2026,2,February,2026-February,6,6,Sunday,baseline,57.0,39.95,17.05,142.68,Surplus
2026-02-08,2026,2,February,2026-February,6,6,Sunday,hiring,65.55,39.95,25.6,164.08,Surplus
2026-02-08,2026,2,February,2026-February,6,6,Sunday,attrition,48.45,39.95,8.5,121.28,Surplus
2026-02-09,2026,2,February,2026-February,7,0,Monday,baseline,67.0,100.93,-33.93,66.38,Critical
2026-02-09,2026,2,February,2026-February,7,0,Monday,hiring,77.05,100.93,-23.88,76.34,High Risk
2026-02-09,2026,2,February,2026-February,7,0,Monday,attrition,56.95,100.93,-43.98,56.43,Critical
2026-02-10,2026,2,February,2026-February,7,1,Tuesday,baseline,67.0,95.86,-28.86,69.89,Critical
2026-02-10,2026,2,February,2026-February,7,1,Tuesday,hiring,77.05,95.86,-18.81,80.38,High Risk
2026-02-10,2026,2,February,2026-February,7,1,Tuesday,attrition,56.95,95.86,-38.91,59.41,Critical
2026-02-11,2026,2,February,2026-February,7,2,Wednesday,baseline,67.0,87.8,-20.8,76.31,High Risk
2026-02-11,2026,2,February,2026-February,7,2,Wednesday,hiring,77.05,87.8,-10.75,87.76,Moderate Risk
2026-02-11,2026,2,February,2026-February,7,2,Wednesday,attrition,56.95,87.8,-30.85,64.86,Critical
2026-02-12,2026,2,February,2026-February,7,3,Thursday,baseline,67.0,82.39,-15.39,81.32,High Risk
2026-02-12,2026,2,February,2026-February,7,3,Thursday,hiring,77.05,82.39,-5.34,93.52,Moderate Risk
2026-02-12,2026,2,February,2026-February,7,3,Thursday,attrition,56.95,82.39,-25.44,69.12,Critical
2026-02-13,2026,2,February,2026-February,7,4,Friday,baseline,67.0,74.65,-7.65,89.75,Moderate Risk
2026-02-13,2026,2,February,2026-February,7,4,Friday,hiring,77.05,74.65,2.4,103.22,Low Risk
2026-02-13,2026,2,February,2026-February,7,4,Friday,attrition,56.95,74.65,-17.7,76.29,High Risk
2026-02-14,2026,2,February,2026-February,7,5,Saturday,baseline,67.0,57.32,9.68,116.89,Surplus
2026-02-14,2026,2,February,2026-February,7,5,Saturday,hiring,77.05,57.32,19.73,134.42,Surplus
2026-02-14,2026,2,February,2026-February,7,5,Saturday,attrition,56.95,57.32,-0.37,99.35,Low Risk
2026-02-15,2026,2,February,2026-February,7,6,Sunday,baseline,67.0,40.01,26.99,167.46,Surplus
2026-02-15,2026,2,February,2026-February,7,6,Sunday,hiring,77.05,40.01,37.04,192.58,Surplus
2026-02-15,2026,2,February,2026-February,7,6,Sunday,attrition,56.95,40.01,16.94,142.34,Surplus
2026-02-16,2026,2,February,2026-February,8,0,Monday,baseline,65.29,100.99,-35.7,64.65,Critical
2026-02-16,2026,2,February,2026-February,8,0,Monday,hiring,75.08,100.99,-25.91,74.34,Critical
2026-02-16,2026,2,February,2026-February,8,0,Monday,attrition,55.5,100.99,-45.49,54.96,Critical
2026-02-17,2026,2,February,2026-February,8,1,Tuesday,baseline,65.29,95.9,-30.61,68.08,Critical
2026-02-17,2026,2,February,2026-February,8,1,Tuesday,hiring,75.08,95.9,-20.82,78.29,High Risk
2026-02-17,2026,2,February,2026-February,8,1,Tuesday,attrition,55.5,95.9,-40.4,57.87,Critical
2026-02-18,2026,2,February,2026-February,8,2,Wednesday,baseline,65.29,87.85,-22.56,74.32,Critical
2026-02-18,2026,2,February,2026-February,8,2,Wednesday,hiring,75.08,87.85,-12.77,85.46,Moderate Risk
2026-02-18,2026,2,February,2026-February,8,2,Wednesday,attrition,55.5,87.85,-32.35,63.18,Critical
2026-02-19,2026,2,February,2026-February,8,3,Thursday,baseline,65.29,82.45,-17.16,79.19,High Risk
2026-02-19,2026,2,February,2026-February,8,3,Thursday,hiring,75.08,82.45,-7.37,91.06,Moderate Risk
2026-02-19,2026,2,February,2026-February,8,3,Thursday,attrition,55.5,82.45,-26.95,67.31,Critical
2026-02-20,2026,2,February,2026-February,8,4,Friday,baseline,65.29,74.71,-9.42,87.39,Moderate Risk
2026-02-20,2026,2,February,2026-February,8,4,Friday,hiring,75.08,74.71,0.37,100.5,Low Risk
2026-02-20,2026,2,February,2026-February,8,4,Friday,attrition,55.5,74.71,-19.21,74.29,Critical
2026-02-21,2026,2,February,2026-February,8,5,Saturday,baseline,65.29,57.37,7.92,113.81,Surplus
2026-02-21,2026,2,February,2026-February,8,5,Saturday,hiring,75.08,57.37,17.71,130.87,Surplus
2026-02-21,2026,2,February,2026-February,8,5,Saturday,attrition,55.5,57.37,-1.87,96.74,Low Risk
2026-02-22,2026,2,February,2026-February,8,6,Sunday,baseline,65.29,40.05,25.24,163.02,Surplus
2026-02-22,2026,2,February,2026-February,8,6,Sunday,hiring,75.08,40.05,35.03,187.47,Surplus
2026-02-22,2026,2,February,2026-February,8,6,Sunday,attrition,55.5,40.05,15.45,138.58,Surplus
2026-02-23,2026,2,February,2026-February,9,0,Monday,baseline,70.86,101.04,-30.18,70.13,Critical
2026-02-23,2026,2,February,2026-February,9,0,Monday,hiring,81.49,101.04,-19.55,80.65,High Risk
2026-02-23,2026,2,February,2026-February,9,0,Monday,attrition,60.23,101.04,-40.81,59.61,Critical
2026-02-24,2026,2,February,2026-February,9,1,Tuesday,baseline,70.86,95.96,-25.1,73.84,Critical
2026-02-24,2026,2,February,2026-February,9,1,Tuesday,hiring,81.49,95.96,-14.47,84.92,High Risk
2026-02-24,2026,2,February,2026-February,9,1,Tuesday,attrition,60.23,95.96,-35.73,62.77,Critical
2026-02-25,2026,2,February,2026-February,9,2,Wednesday,baseline,70.86,87.91,-17.05,80.61,High Risk
2026-02-25,2026,2,February,2026-February,9,2,Wednesday,hiring,81.49,87.91,-6.42,92.7,Moderate Risk
2026-02-25,2026,2,February,2026-February,9,2,Wednesday,attrition,60.23,87.91,-27.68,68.51,Critical
2026-02-26,2026,2,February,2026-February,9,3,Thursday,baseline,70.86,82.51,-11.65,85.88,Moderate Risk
2026-02-26,2026,2,February,2026-February,9,3,Thursday,hiring,81.49,82.51,-1.02,98.76,Low Risk
2026-02-26,2026,2,February,2026-February,9,3,Thursday,attrition,60.23,82.51,-22.28,73.0,Critical
2026-02-27,2026,2,February,2026-February,9,4,Friday,baseline,70.86,74.76,-3.9,94.78,Moderate Risk
2026-02-27,2026,2,February,2026-February,9,4,Friday,hiring,81.49,74.76,6.73,109.0,Surplus
2026-02-27,2026,2,February,2026-February,9,4,Friday,attrition,60.23,74.76,-14.53,80.56,High Risk
2026-02-28,2026,2,February,2026-February,9,5,Saturday,baseline,70.86,57.43,13.43,123.38,Surplus
2026-02-28,2026,2,February,2026-February,9,5,Saturday,hiring,81.49,57.43,24.06,141.89,Surplus
2026-02-28,2026,2,February,2026-February,9,5,Saturday,attrition,60.23,57.43,2.8,104.88,Low Risk
2026-03-01,2026,3,March,2026-March,9,6,Sunday,baseline,70.86,41.93,28.93,169.0,Surplus
2026-03-01,2026,3,March,2026-March,9,6,Sunday,hiring,81.49,41.93,39.56,194.35,Surplus
2026-03-01,2026,3,March,2026-March,9,6,Sunday,attrition,60.23,41.93,18.3,143.64,Surplus
2026-03-02,2026,3,March,2026-March,10,0,Monday,baseline,67.71,103.27,-35.56,65.57,Critical
2026-03-02,2026,3,March,2026-March,10,0,Monday,hiring,77.87,103.27,-25.4,75.4,High Risk
2026-03-02,2026,3,March,2026-March,10,0,Monday,attrition,57.55,103.27,-45.72,55.73,Critical
2026-03-03,2026,3,March,2026-March,10,1,Tuesday,baseline,67.71,98.16,-30.45,68.98,Critical
2026-03-03,2026,3,March,2026-March,10,1,Tuesday,hiring,77.87,98.16,-20.29,79.33,High Risk
2026-03-03,2026,3,March,2026-March,10,1,Tuesday,attrition,57.55,98.16,-40.61,58.63,Critical
2026-03-04,2026,3,March,2026-March,10,2,Wednesday,baseline,67.71,90.07,-22.36,75.17,High Risk
2026-03-04,2026,3,March,2026-March,10,2,Wednesday,hiring,77.87,90.07,-12.2,86.45,Moderate Risk
2026-03-04,2026,3,March,2026-March,10,2,Wednesday,attrition,57.55,90.07,-32.52,63.89,Critical
2026-03-05,2026,3,March,2026-March,10,3,Thursday,baseline,67.71,84.63,-16.92,80.01,High Risk
2026-03-05,2026,3,March,2026-March,10,3,Thursday,hiring,77.87,84.63,-6.76,92.01,Moderate Risk
2026-03-05,2026,3,March,2026-March,10,3,Thursday,attrition,57.55,84.63,-27.08,68.0,Critical
2026-03-06,2026,3,March,2026-March,10,4,Friday,baseline,67.71,76.84,-9.13,88.12,Moderate Risk
2026-03-06,2026,3,March,2026-March,10,4,Friday,hiring,77.87,76.84,1.03,101.34,Low Risk
2026-03-06,2026,3,March,2026-March,10,4,Friday,attrition,57.55,76.84,-19.29,74.9,Critical
2026-03-07,2026,3,March,2026-March,10,5,Saturday,baseline,67.71,59.4,8.31,113.99,Surplus
2026-03-07,2026,3,March,2026-March,10,5,Saturday,hiring,77.87,59.4,18.47,131.09,Surplus
2026-03-07,2026,3,March,2026-March,10,5,Saturday,attrition,57.55,59.4,-1.85,96.89,Low Risk
2026-03-08,2026,3,March,2026-March,10,6,Sunday,baseline,67.71,41.98,25.73,161.29,Surplus
2026-03-08,2026,3,March,2026-March,10,6,Sunday,hiring,77.87,41.98,35.89,185.49,Surplus
2026-03-08,2026,3,March,2026-March,10,6,Sunday,attrition,57.55,41.98,15.57,137.09,Surplus
2026-03-09,2026,3,March,2026-March,11,0,Monday,baseline,66.86,103.33,-36.47,64.71,Critical
2026-03-09,2026,3,March,2026-March,11,0,Monday,hiring,76.89,103.33,-26.44,74.41,Critical
2026-03-09,2026,3,March,2026-March,11,0,Monday,attrition,56.83,103.33,-46.5,55.0,Critical
2026-03-10,2026,3,March,2026-March,11,1,Tuesday,baseline,66.86,98.22,-31.36,68.07,Critical
2026-03-10,2026,3,March,2026-March,11,1,Tuesday,hiring,76.89,98.22,-21.33,78.28,High Risk
2026-03-10,2026,3,March,2026-March,11,1,Tuesday,attrition,56.83,98.22,-41.39,57.86,Critical
2026-03-11,2026,3,March,2026-March,11,2,Wednesday,baseline,66.86,90.11,-23.25,74.2,Critical
2026-03-11,2026,3,March,2026-March,11,2,Wednesday,hiring,76.89,90.11,-13.22,85.33,Moderate Risk
2026-03-11,2026,3,March,2026-March,11,2,Wednesday,attrition,56.83,90.11,-33.28,63.07,Critical
2026-03-12,2026,3,March,2026-March,11,3,Thursday,baseline,66.86,84.69,-17.83,78.95,High Risk
2026-03-12,2026,3,March,2026-March,11,3,Thursday,hiring,76.89,84.69,-7.8,90.79,Moderate Risk
2026-03-12,2026,3,March,2026-March,11,3,Thursday,attrition,56.83,84.69,-27.86,67.1,Critical
2026-03-13,2026,3,March,2026-March,11,4,Friday,baseline,66.86,76.89,-10.03,86.96,Moderate Risk
2026-03-13,2026,3,March,2026-March,11,4,Friday,hiring,76.89,76.89,0.0,100.0,Low Risk
2026-03-13,2026,3,March,2026-March,11,4,Friday,attrition,56.83,76.89,-20.06,73.91,Critical
2026-03-14,2026,3,March,2026-March,11,5,Saturday,baseline,66.86,59.46,7.4,112.45,Surplus
2026-03-14,2026,3,March,2026-March,11,5,Saturday,hiring,76.89,59.46,17.43,129.31,Surplus
2026-03-14,2026,3,March,2026-March,11,5,Saturday,attrition,56.83,59.46,-2.63,95.58,Low Risk
2026-03-15,2026,3,March,2026-March,11,6,Sunday,baseline,66.86,42.04,24.82,159.04,Surplus
2026-03-15,2026,3,March,2026-March,11,6,Sunday,hiring,76.89,42.04,34.85,182.9,Surplus
2026-03-15,2026,3,March,2026-March,11,6,Sunday,attrition,56.83,42.04,14.79,135.18,Surplus
2026-03-16,2026,3,March,2026-March,12,0,Monday,baseline,61.71,103.39,-41.68,59.69,Critical
2026-03-16,2026,3,March,2026-March,12,0,Monday,hiring,70.97,103.39,-32.42,68.64,Critical
2026-03-16,2026,3,March,2026-March,12,0,Monday,attrition,52.45,103.39,-50.94,50.73,Critical
2026-03-17,2026,3,March,2026-March,12,1,Tuesday,baseline,61.71,98.26,-36.55,62.8,Critical
2026-03-17,2026,3,March,2026-March,12,1,Tuesday,hiring,70.97,98.26,-27.29,72.23,Critical
2026-03-17,2026,3,March,2026-March,12,1,Tuesday,attrition,52.45,98.26,-45.81,53.38,Critical
2026-03-18,2026,3,March,2026-March,12,2,Wednesday,baseline,61.71,90.17,-28.46,68.44,Critical
2026-03-18,2026,3,March,2026-March,12,2,Wednesday,hiring,70.97,90.17,-19.2,78.71,High Risk
2026-03-18,2026,3,March,2026-March,12,2,Wednesday,attrition,52.45,90.17,-37.72,58.17,Critical
2026-03-19,2026,3,March,2026-March,12,3,Thursday,baseline,61.71,84.73,-23.02,72.83,Critical
2026-03-19,2026,3,March,2026-March,12,3,Thursday,hiring,70.97,84.73,-13.76,83.76,High Risk
2026-03-19,2026,3,March,2026-March,12,3,Thursday,attrition,52.45,84.73,-32.28,61.9,Critical
2026-03-20,2026,3,March,2026-March,12,4,Friday,baseline,61.71,76.95,-15.24,80.19,High Risk
2026-03-20,2026,3,March,2026-March,12,4,Friday,hiring,70.97,76.95,-5.98,92.23,Moderate Risk
2026-03-20,2026,3,March,2026-March,12,4,Friday,attrition,52.45,76.95,-24.5,68.16,Critical
2026-03-21,2026,3,March,2026-March,12,5,Saturday,baseline,61.71,59.5,2.21,103.71,Low Risk
2026-03-21,2026,3,March,2026-March,12,5,Saturday,hiring,70.97,59.5,11.47,119.28,Surplus
2026-03-21,2026,3,March,2026-March,12,5,Saturday,attrition,52.45,59.5,-7.05,88.15,Moderate Risk
2026-03-22,2026,3,March,2026-March,12,6,Sunday,baseline,61.71,42.09,19.62,146.61,Surplus
2026-03-22,2026,3,March,2026-March,12,6,Sunday,hiring,70.97,42.09,28.88,168.61,Surplus
2026-03-22,2026,3,March,2026-March,12,6,Sunday,attrition,52.45,42.09,10.36,124.61,Surplus
2026-03-23,2026,3,March,2026-March,13,0,Monday,baseline,66.29,103.43,-37.14,64.09,Critical
2026-03-23,2026,3,March,2026-March,13,0,Monday,hiring,76.23,103.43,-27.2,73.7,Critical
2026-03-23,2026,3,March,2026-March,13,0,Monday,attrition,56.35,103.43,-47.08,54.48,Critical
2026-03-24,2026,3,March,2026-March,13,1,Tuesday,baseline,66.29,98.32,-32.03,67.42,Critical
2026-03-24,2026,3,March,2026-March,13,1,Tuesday,hiring,76.23,98.32,-22.09,77.53,High Risk
2026-03-24,2026,3,March,2026-March,13,1,Tuesday,attrition,56.35,98.32,-41.97,57.31,Critical
2026-03-25,2026,3,March,2026-March,13,2,Wednesday,baseline,66.29,90.21,-23.92,73.48,Critical
2026-03-25,2026,3,March,2026-March,13,2,Wednesday,hiring,76.23,90.21,-13.98,84.5,High Risk
2026-03-25,2026,3,March,2026-March,13,2,Wednesday,attrition,56.35,90.21,-33.86,62.47,Critical
2026-03-26,2026,3,March,2026-March,13,3,Thursday,baseline,66.29,84.79,-18.5,78.18,High Risk
2026-03-26,2026,3,March,2026-March,13,3,Thursday,hiring,76.23,84.79,-8.56,89.9,Moderate Risk
2026-03-26,2026,3,March,2026-March,13,3,Thursday,attrition,56.35,84.79,-28.44,66.46,Critical
2026-03-27,2026,3,March,2026-March,13,4,Friday,baseline,66.29,76.99,-10.7,86.1,Moderate Risk
2026-03-27,2026,3,March,2026-March,13,4,Friday,hiring,76.23,76.99,-0.76,99.01,Low Risk
